Tweet,Etiket,cleaned_tweet
Çok değerli arkadaşlarım! Bana bakın olum 10 da 9 unuz alevi bana aşure yollamazsanız ben etmeden siz kendinizi alevilikten aforoz edin,hiçbiri,değerli arkadaşlarım bana bakın olum 10 9 unuz alevi bana aşure yollamazsanız ben etmeden kendinizi alevilikten aforoz edin
"#AnnelerleDireniyoruz
Kürt Türk Laz Çerkez Alevi farketmez
Cennet anaların ayakları altında diyen Peygamberin ümmetiyiz biz.
Analar hepimizin Anası kaçırılan evlatlar hepimizin kardeşidir.",hiçbiri,kürt türk laz çerkez alevi farketmez cennet anaların ayakları altında diyen peygamberin ümmetiyiz analar hepimizin anası kaçırılan evlatlar hepimizin kardeşidir
Alevilik bir anadolu Türkmen mezhebi&akımıyken kürtler nasıl alevi oluyo bayan kürt açıklar mısınız https://t.co/dMusBw7bld,hiçbiri,alevilik bir anadolu türkmen mezhebi akımıyken kürtler alevi oluyo bayan kürt açıklar mısınız
"Ehl-i Beyt sevgimizi görüp ""Siz Alevi misiniz?"" diye soranlara ""Siz Sünni misin?"" diye sorasım var... https://t.co/ypvNVVWoX0",hiçbiri,ehl i beyt sevgimizi görüp alevi misiniz soranlara sünni misin sorasım var
Saman alevi gibi sinirim var ama onun altındaki o sevgiyi herkes bilemez..,hiçbiri,saman alevi sinirim var onun altındaki sevgiyi herkes bilemez
"Biz Türk, Kürt, Laz, Çerkes, Abhaza, Alevi, Sunni Demeden! 

Ayrım Yapmadan! 

Evlat Hasreti Çeken Anaların Yanındayız ve Onlarla Birlikte Gücümüz Yettiği Kadar Direnmeye Devam Edeceğiz! 

#AnnelerleDireniyoruz https://t.co/l4UDP0wsfg",hiçbiri,türk kürt laz çerkes abhaza alevi sunni demeden ayrım yapmadan evlat hasreti çeken anaların yanındayız onlarla birlikte gücümüz yettiği kadar direnmeye devam edeceğiz
mum alevi kadar titrek bir umuda sarılarak sabahı zor ettiğim geceden sonra senin için hiçbir şey oluşum gerçeğini cebime koydum ayaz bir eylül sabahında evime dönüyorum,hiçbiri,mum alevi kadar titrek bir umuda sarılarak sabahı zor ettiğim geceden sonra senin hiçbir oluşum gerçeğini cebime koydum ayaz bir eylül sabahında evime dönüyorum
İmtihandan gecmeyen sevgibir saman alevi,hiçbiri,i̇mtihandan gecmeyen sevgibir saman alevi
Bunun üzerine Alevi Dernekleri 7 Ocak'ta Görmez hakkında suç duyurusunda bulundu. Alevi Bektaşi Federasyonu Genel Merkezi Genel Başkanı Baki Düzgün ise Görmez'e şunları söylemişti:,hiçbiri,bunun üzerine alevi dernekleri 7 ocak ta görmez hakkında suç duyurusunda bulundu alevi bektaşi federasyonu genel merkezi genel başkanı baki düzgün görmez e şunları söylemişti
Farkına varmamız gerekenleri anladık. Şimdi sıra farkında kalmamız gerekenlerde. Saman alevi sorunsalı..,hiçbiri,farkına varmamız gerekenleri anladık şimdi sıra farkında kalmamız gerekenlerde saman alevi sorunsalı
Çok bir şey istemiyorum azerice konuşan alevi olan saz çalmayı bilen rakı içen bir sevgili istiyorum alt tarafı,hiçbiri,bir istemiyorum azerice konuşan alevi olan saz çalmayı bilen rakı içen bir sevgili istiyorum alt tarafı
"Alevi olmak; Ali olmak, Hüseyin olmak, can olmak..
#KerbelaMatemi",hiçbiri,alevi olmak ali olmak hüseyin olmak can olmak
"Annem sünni,babam alevi...Ben insanım @StabilBakunin 
https://t.co/zYVlyQREBn",hiçbiri,annem sünni babam alevi ben insanım
"Tüm Alevi arkadaşlarımın tuttukları Matem Orucu kolaylıkla geçsin, Tüm dünya acıları anısına, tuttuğunuz yas, dertli gönüllere derman olsun 🙏",hiçbiri,alevi arkadaşlarımın tuttukları matem orucu kolaylıkla geçsin dünya acıları anısına tuttuğunuz yas dertli gönüllere derman olsun
Bu saman alevi sinirimi de bi dolaba koyup kitleyeceğim. Yeter,hiçbiri,saman alevi sinirimi bi dolaba koyup kitleyeceğim yeter
alevi olmak şu dünyada en mutlu olduğum şey her ortamda bağlama çıkıyor ve kesin biri çalıyordur sonrası sonsuz deyiş kurban olayım bee,hiçbiri,alevi olmak dünyada mutlu olduğum ortamda bağlama çıkıyor kesin çalıyordur sonrası sonsuz deyiş kurban olayım bee
Alevi Dernekleri Federasyonu'muzun Genel Başkanı Celal Fırat Dedenin çağrısı... https://t.co/ley4Ga3Gxu,hiçbiri,alevi dernekleri federasyonu muzun genel başkanı celal fırat dedenin çağrısı
Bu ülkede sizden olmayana yapılan her zulümde maalesef #Sustunuz.. güzel ülkemde müslüman gayrı Müslüm Alevi sunni Türk Kürt sağ sol demeden her yapılan zulme alkış tutan bi karşı taraf olduğu sürece zulüm yapmak hep kolay olacaktır.. insan zulme SUSAMAZ!..,hiçbiri,ülkede sizden olmayana yapılan zulümde maalesef güzel ülkemde müslüman gayrı müslüm alevi sunni türk kürt sağ sol demeden yapılan zulme alkış tutan bi karşı taraf olduğu sürece zulüm yapmak kolay olacaktır insan zulme susamaz
"ihtiyaçlarımız

1-empati: 

ben bir kürt, bir alevi, bir ezidi, bir süryani ya da bir ermeni olsaydım...

2-özeleştiri: 

dünyaya ne vaat ediyoruz? kitlelere niçin ulaşamıyoruz?.. 

3-geçmişle yüzleşme: 

hamaset ve hurafe mi üretiyoruz, sahici bir tarih okuması mı yapıyoruz?..",hiçbiri,ihtiyaçlarımız 1 empati ben bir kürt bir alevi bir ezidi bir süryani bir ermeni olsaydım 2 özeleştiri dünyaya vaat ediyoruz kitlelere ulaşamıyoruz 3 geçmişle yüzleşme hamaset hurafe mi üretiyoruz sahici bir tarih okuması yapıyoruz
"İyi bir Sünni,
İyi bir Alevi,
İyi bir Müslüman,
İyi bir Hristiyan,
İyi bir Yahudi,
İyi bir dindar,
İyi bir ateist,
İyi bir Türk,
İyi bir Kürt,
İyi bir Laz,
İyi bir Çerkez,
İyi bir göçmen,
İyi bir halk,

Olmadan... https://t.co/XeasaOfaZS",hiçbiri,i̇yi bir sünni i̇yi bir alevi i̇yi bir müslüman i̇yi bir hristiyan i̇yi bir yahudi i̇yi bir dindar i̇yi bir ateist i̇yi bir türk i̇yi bir kürt i̇yi bir laz i̇yi bir çerkez i̇yi bir göçmen i̇yi bir halk olmadan
Alevi erkekleri ülkenin hem esmer hem yakışıklı rezervinin %80’ ni karşılıyor. net 👌🏻,hiçbiri,alevi erkekleri ülkenin esmer yakışıklı rezervinin 80 ni karşılıyor net
"Çocukken daha anneniz diyor onlar kürt,  ermeni, alevi diye.... böyle toplumda büyüdünüz hepiniz.... siyasetçilerden umuyotsunuz ummayın.. vicdanınızı dinleyin toplum ve toplumlar iyileşsin",hiçbiri,çocukken anneniz diyor onlar kürt ermeni alevi böyle toplumda büyüdünüz hepiniz siyasetçilerden umuyotsunuz ummayın vicdanınızı dinleyin toplum toplumlar iyileşsin
Alevi görücülerim gelmiştir: https://t.co/6toHg1WLyI,hiçbiri,alevi görücülerim gelmiştir
Şöyle bir biyografidir insan saman alevi misali tutuştuğumu bilirim içimde nefes olan nice ormanlarım yandı da buz dağları gibi dimdik olmak zorunda kaldım sinemi toprak gibi serdim de her hasatta ciğerimden çaldılar ben vazgeçmedim ellerde zede de mahirdir ömrüm!,hiçbiri,şöyle bir biyografidir insan saman alevi misali tutuştuğumu bilirim içimde nefes olan nice ormanlarım yandı buz dağları dimdik olmak zorunda kaldım sinemi toprak serdim hasatta ciğerimden çaldılar ben vazgeçmedim ellerde zede mahirdir ömrüm
Sadece bir kibrit alevi koca bir ormanı yakip yakıyorsa sadece merhaba dedigin biri de bir süre sonra hayatini yakip yıkabilir. O yuzden kime selam verdiğine dikkat et. #thinkagain,hiçbiri,sadece bir kibrit alevi koca bir ormanı yakip yakıyorsa sadece merhaba dedigin bir süre sonra hayatini yakip yıkabilir yuzden kime selam verdiğine dikkat et
saman alevi misali başlayıp biten arkadaşlıklarınız çok samimiyetsiz,hiçbiri,saman alevi misali başlayıp biten arkadaşlıklarınız samimiyetsiz
"yanmayı göze alırsa, alırsa avucuna insan bir tutam saç gibi alevi
@hezarfen81 ❤️ https://t.co/3KNKHMRXhb",hiçbiri,yanmayı göze alırsa alırsa avucuna insan bir tutam saç alevi
"İşte Şiaizm dinine iman edenler böyledir.
Ve sizler bu iğrenç mahluklara Müslüman demeye devam ediyorsunuz!
Islâm da olmayan ne varsa bunlarda var zaten.. Boşuna mi Alevi, Şii rafizi falan deniliyor bunlara..
Ha Yahudiler de kankileridir.
Her türlü Hainler kısaca!

#Aşure #Pazar https://t.co/tVlWymgRBc",nefret,i̇şte şiaizm dinine iman edenler böyledir sizler iğrenç mahluklara müslüman demeye devam ediyorsunuz isl m olmayan varsa bunlarda var zaten boşuna mi alevi şii rafizi falan deniliyor bunlara ha yahudiler kankileridir türlü hainler kısaca
Alevi Dernekleri Federasyonu olarak Almanya Alevi hareketinin 30.  Yılını kutluyoruz ve birlikte daha güçlü bir Alevi hareketi için 28 Eylül 2019 da köln Lanxess arenadayız... https://t.co/KEKyRBm2dP,hiçbiri,alevi dernekleri federasyonu olarak almanya alevi hareketinin 30 yılını kutluyoruz birlikte güçlü bir alevi hareketi 28 eylül 2019 köln lanxess arenadayız
Alevi damarımı bu profile yansıtmamaya çalışsam da kara kaşa kara göze demir gibi yükseliyorum.,hiçbiri,alevi damarımı profile yansıtmamaya çalışsam kara kaşa kara göze demir yükseliyorum
Bu alevi ancak anaların çığlığı söndürür. Lütfen destekleyelim #AnalarDireniyor https://t.co/3p17RCRj1o,hiçbiri,alevi ancak anaların çığlığı söndürür lütfen destekleyelim
Babannem aradı yarın bi yere gitme aşure yapıcaz diyo telefonu kapatırken de rüzgâr esti galiba oh oh ali geldi ali geldi diye bağırmaya başladı en alevi sensin aşko,hiçbiri,babannem aradı yarın bi yere gitme aşure yapıcaz diyo telefonu kapatırken rüzg r esti galiba oh oh ali geldi ali geldi bağırmaya başladı alevi sensin aşko
"Tüm Alevi arkadaşlarımın tuttukları Matem Orucu kolaylıkla geçsin, hak erenler katında kabul olsun. Tüm dünya acıları anısına, tuttuğunuz yas, dertli gönüllere derman olsun 🙏",hiçbiri,alevi arkadaşlarımın tuttukları matem orucu kolaylıkla geçsin hak erenler katında kabul olsun dünya acıları anısına tuttuğunuz yas dertli gönüllere derman olsun
"Kim Taehyung bir ateş ve ben o ateşi öpüp, bi alevi tatmak istiyorum..

@BTS_twt

https://t.co/wRWongHBN2",hiçbiri,taehyung bir ateş ben ateşi öpüp bi alevi tatmak istiyorum
"Alevi köyü burası, Sivas Şarkışla’dan göçmüşler vaktiyle... https://t.co/4Srm2UWFuh",hiçbiri,alevi köyü burası siva şarkışla dan göçmüşler vaktiyle
Mordor Dark Ale it öldürendir. Bunların arasından hangisi Alevi birası? https://t.co/asXlaEyAPH,hiçbiri,mordor dark ale it öldürendir bunların arasından hangisi alevi birası
"Alevi köyü burası, sivas yıldızelinden göçmüşler vaktiyle https://t.co/RcEOEMyAOm",hiçbiri,alevi köyü burası siva yıldızelinden göçmüşler vaktiyle
"#LebbeykYaHuseyn Allah Resulünün gözünün Nuru Hz Hüseyin'in şehit edilişi hepimizin acisı 
Fakat Şii ve Alevi olmadığım için de Rabbime şükürler olsun ... https://t.co/IklJ1c6hmv",hiçbiri,allah resulünün gözünün nuru hz hüseyin in şehit edilişi hepimizin acisı fakat şii alevi olmadığım rabbime şükürler olsun
ALEVI HaberAlevi Haber Ezilen ve Mazlumların bağımsız sesidir.İstiklal Caddesi’nde gaspçılar bir genci öldürdü https://t.co/hnhR043yTy,hiçbiri,alevi haberalevi haber ezilen mazlumların bağımsız sesidir i̇stiklal caddesi nde gaspçılar bir genci öldürdü
Alevi olduğumu her yerde belli etmeliyim https://t.co/Zi3cLPZZNl,hiçbiri,alevi olduğumu yerde belli etmeliyim
"Her nekadar başta Kürt,Alevi ve LGBT lı gibi ülkenin başlıca temel sorunlarına değinilmemiş olsada bir ""isyan"" bir ""başlangıç "" olarak oldukça etkileyici ve cesur olmuş!
#susaman",hiçbiri,nekadar başta kürt alevi lgbt lı ülkenin başlıca temel sorunlarına değinilmemiş olsada bir isyan bir başlangıç olarak oldukça etkileyici cesur olmuş
PSKD Esenler şubesinde “Alevi İnancında Kadın” ı konuştuk @44_songl https://t.co/lKiMUiyCjp,hiçbiri,pskd esenler şubesinde alevi i̇nancında kadın ı konuştuk
"Neyse tiviti atar atmaz taksi geldi, taksici abi Sivaslı Aleviymiş, direkt Alevi misin diye sordu evet dedim belli dedi. Tam olarak neremden belli oluyor merak ediyorum şu an.",hiçbiri,neyse tiviti atar atmaz taksi geldi taksici abi sivaslı aleviymiş direkt alevi misin sordu evet dedim belli dedi tam olarak neremden belli oluyor merak ediyorum an
"İmam Huseyn'nin Kerbela'sına hüzünlenmen için alevi veya şii olmana gerek yok...
İnsan olman yeterli...
#LebbeykYaHuseyn",hiçbiri,i̇mam huseyn nin kerbela sına hüzünlenmen alevi şii olmana gerek yok i̇nsan olman yeterli
İlki düzenlenen  Sivas Alevi feyşın feystte topal Ahmet’in oğlu haydar göz doldurdu https://t.co/uCbMbirQVM,hiçbiri,i̇lki düzenlenen siva alevi feyşın feystte topal ahmet in oğlu haydar göz doldurdu
alevi orucu gelmiştir,hiçbiri,alevi orucu gelmiştir
Tüm ortamlarda deyiş açıp Alevi olduğumu belli ederim⚔️,hiçbiri,ortamlarda deyiş açıp alevi olduğumu belli ederim
"#Susamam şarkısı tek olarak değil birlikte ses çıkarırsak bir etki yaratılabileceğimizin en güzel örneği 
yıllardır kadın~erkek,suni~alevi,dindar~lâik,kürt~türk,homoseksüel~heteroseksüel,sağ~sol vb. şeylerle ayrıştırıldık ve ne kadar güçsüz kılındık birlikte güçlüyüz işte anlayın",hiçbiri,şarkısı tek olarak değil birlikte s çıkarırsak bir etki yaratılabileceğimizin güzel örneği yıllardır kadın erkek suni alevi dindar l ik kürt türk homoseksüel heteroseksüel sağ sol vb şeylerle ayrıştırıldık kadar güçsüz kılındık birlikte güçlüyüz işte anlayın
türk kürt sünni alevi kenetlenelim gençlerrrrr https://t.co/0L9QsgKEWu,hiçbiri,türk kürt sünni alevi kenetlenelim gençlerrrrr
"Kurdler inanç ve farklılıkları ile birbirlerini kabul etmek ve tahammül etmek zorundalar.
Zerdeşt, Alevî, Ateist, Müslümanve v.b toplulukların hepsinin düşmanlarına karşı birleşmek ve helalleşmek zorundalar. Yoksa yok olmaktan asla kurtulamazlar !",hiçbiri,kurdler inanç farklılıkları birbirlerini kabul etmek tahammül etmek zorundalar zerdeşt alev ateist müslümanve v b toplulukların hepsinin düşmanlarına karşı birleşmek helalleşmek zorundalar yoksa yok olmaktan asla kurtulamazlar
"Aşure tatlısı 
10 Muharremde değil 
13 Muharremde kaynatılır. 
Sünni canlarımız hayır için kaynatılan aşurelere bir Alevi dedesi davet eder dua alırsa daha birleştirici olur.",hiçbiri,aşure tatlısı 10 muharremde değil 13 muharremde kaynatılır sünni canlarımız hayır kaynatılan aşurelere bir alevi dedesi davet eder dua alırsa birleştirici olur
17+ Alevi Kadınlar Kadıncık Ana Ziyareti https://t.co/j5C51hxbcV @YouTube aracılığıyla @17AleviKadinlar,hiçbiri,17 alevi kadınlar kadıncık ana ziyareti aracılığıyla
"Fesatlık çıkartan gürühlar nasıl beraber kol kanat oluyorsa, biz de bu gürühlara karşı omuz omuza olmamız lazım.
Kürt Türk Alevi Sünni Çerkez kim ne olursa olsun aynı ümmetin yolundayız.
Beraber olmanın tam da vakti.
Vesselam",hiçbiri,fesatlık çıkartan gürühlar beraber kol kanat oluyorsa gürühlara karşı omuz omuza olmamız lazım kürt türk alevi sünni çerkez olursa olsun aynı ümmetin yolundayız beraber olmanın tam vakti vesselam
"Sol elim kırık, burnumun içinde 12 dikiş, yalnız yaşıyorum, sokakta hastalıkla boğuşan ölmek üzereyken evimin kapısını açtığım 1aylık kedi bir birey var. Evin içinde 6 gündür kendimi filmlere ve alevi deyişlerine vurdum. Hoş geldin eylül, hoş geldin depresyon.
Evden çıkmalıyım🐣",hiçbiri,sol elim kırık burnumun içinde 12 dikiş yalnız yaşıyorum sokakta hastalıkla boğuşan ölmek üzereyken evimin kapısını açtığım 1aylık kedi bir birey var evin içinde 6 gündür kendimi filmlere alevi deyişlerine vurdum hoş geldin eylül hoş geldin depresyon evden çıkmalıyım
"orucunuz kabul olsun canlar
Alevi değilim,yenı yılıda kutlarken de Hristiyan değildim
Ama sen de inanmadığına inananları hor gördüğün için insan olamazsın,biri desin ki abla ben krem peynire inanıyorum,onun da kutlu saydığna saygı gösteririm
Bölünerek değil,birleşerek kazanacağız https://t.co/GyRMs9Appl",hiçbiri,orucunuz kabul olsun canlar alevi değilim yenı yılıda kutlarken hristiyan değildim sen inanmadığına inananları hor gördüğün insan olamazsın desin abla ben krem peynire inanıyorum onun kutlu saydığna saygı gösteririm bölünerek değil birleşerek kazanacağız
Alevi Dedesi sakalı bu https://t.co/Bx6KQQMYsg,hiçbiri,alevi dedesi sakalı
"Başkanımız @SecerVahap, Alevi inancında “Matem Ayı” olarak kabul edilen Muharrem Ayı’nda, Yas-ı Matem oruçlarının 6. gününde, Mersin Cemevi’nde hemşehrilerimizleydi. Seçer, sıraya girip lokmaları paylaşarak, bir arada olmanın mutluluğunu yaşadı.

Haber👇
https://t.co/nPWY66wwpr https://t.co/RWlBLzQOoD",hiçbiri,başkanımız alevi inancında matem ayı olarak kabul edilen muharrem ayı nda yas ı matem oruçlarının 6 gününde mersin cemevi nde hemşehrilerimizleydi seçer sıraya girip lokmaları paylaşarak bir arada olmanın mutluluğunu yaşadı haber
Bi alevi arkadaşımız yok ki  Ender Balkır geliyor davet etsin gidelim,hiçbiri,bi alevi arkadaşımız yok ender balkır geliyor davet etsin gidelim
Kaftancıoğlu’dan mahkeme heyetine: Sizden daha güçlü ve özgür hissediyorum - Alevi Haber Ağı https://t.co/UdnegJyx7b,hiçbiri,kaftancıoğlu dan mahkeme heyetine sizden güçlü özgür hissediyorum alevi haber ağı
"“Bu kavga Türk - Kürt , Alevi - Sünni kavgası değil bu kavga zengin fakir kavgası.” https://t.co/dRSVkACVwF",hiçbiri,kavga türk kürt alevi sünni kavgası değil kavga zengin fakir kavgası
